price_accounting,department,stock_count,location,final_id,match_type
226.89,Garden,89.0,Bin-115,1218.0,Fully Synchronized
316.14,Elec,80.0,Bin-484,1793.0,Fully Synchronized
455.93,Hardware,43.0,Bin-190,1924.0,Fully Synchronized
219.36,Garden,54.0,Bin-434,1903.0,Fully Synchronized
294.79,Elec,54.0,Bin-765,1724.0,Fully Synchronized
492.69,Tools,49.0,Bin-840,1269.0,Fully Synchronized
16.9,Hardware,56.0,Bin-549,1263.0,Fully Synchronized
129.05,Elec,24.0,Bin-751,1889.0,Fully Synchronized
297.08,Garden,63.0,Bin-472,1551.0,Fully Synchronized
345.63,Elec,,,1378.0,"In Accounting, Missing from WMS"
489.6,Hardware,24.0,Bin-528,1610.0,Fully Synchronized
349.16,Elec,30.0,Bin-617,1543.0,Fully Synchronized
159.49,Elec,81.0,Bin-640,1290.0,Fully Synchronized
126.68,Tools,48.0,Bin-11,1907.0,Fully Synchronized
282.25,Garden,41.0,Bin-475,1167.0,Fully Synchronized
183.34,Garden,15.0,Bin-708,1944.0,Fully Synchronized
291.84,Garden,5.0,Bin-468,1603.0,Fully Synchronized
315.54,Elec,63.0,Bin-498,1144.0,Fully Synchronized
450.72,Garden,26.0,Bin-57,1335.0,Fully Synchronized
421.72,Tools,20.0,Bin-523,1629.0,Fully Synchronized
50.8,Garden,23.0,Bin-697,1215.0,Fully Synchronized
145.9,Garden,91.0,Bin-542,1430.0,Fully Synchronized
94.17,Garden,58.0,Bin-762,1807.0,Fully Synchronized
275.88,Tools,53.0,Bin-172,1919.0,Fully Synchronized
244.98,Garden,85.0,Bin-638,1940.0,Fully Synchronized
32.4,Elec,39.0,Bin-469,1324.0,Fully Synchronized
53.85,Garden,99.0,Bin-146,1619.0,Fully Synchronized
348.13,Tools,56.0,Bin-532,1524.0,Fully Synchronized
130.9,Elec,78.0,Bin-616,1772.0,Fully Synchronized
126.98,Tools,28.0,Bin-355,1666.0,Fully Synchronized
21.6,Hardware,26.0,Bin-405,1352.0,Fully Synchronized
253.78,Elec,68.0,Bin-446,1109.0,Fully Synchronized
481.33,Garden,38.0,Bin-780,1569.0,Fully Synchronized
274.66,Garden,74.0,Bin-188,1202.0,Fully Synchronized
27.72,Hardware,22.0,Bin-850,1916.0,Fully Synchronized
433.01,Garden,19.0,Bin-649,1017.0,Fully Synchronized
437.13,Tools,71.0,Bin-381,1090.0,Fully Synchronized
330.71,Elec,47.0,Bin-228,1923.0,Fully Synchronized
343.56,Elec,86.0,Bin-145,1791.0,Fully Synchronized
238.24,Hardware,35.0,Bin-9,1298.0,Fully Synchronized
150.59,Hardware,23.0,Bin-97,1981.0,Fully Synchronized
43.09,Elec,99.0,Bin-760,1266.0,Fully Synchronized
407.38,Hardware,17.0,Bin-148,1803.0,Fully Synchronized
159.1,Tools,56.0,Bin-612,1643.0,Fully Synchronized
136.22,Tools,66.0,Bin-377,1242.0,Fully Synchronized
216.32,Hardware,84.0,Bin-159,1968.0,Fully Synchronized
323.51,Elec,24.0,Bin-586,1631.0,Fully Synchronized
296.01,Tools,50.0,Bin-876,1515.0,Fully Synchronized
456.93,Elec,25.0,Bin-421,1499.0,Fully Synchronized
309.8,Garden,85.0,Bin-465,1074.0,Fully Synchronized
371.39,Elec,29.0,Bin-305,1538.0,Fully Synchronized
191.59,Garden,46.0,Bin-833,1718.0,Fully Synchronized
273.4,Garden,44.0,Bin-783,1455.0,Fully Synchronized
127.54,Tools,16.0,Bin-98,1105.0,Fully Synchronized
83.57,Hardware,40.0,Bin-594,1268.0,Fully Synchronized
276.95,Hardware,80.0,Bin-831,1845.0,Fully Synchronized
176.83,Garden,36.0,Bin-298,1204.0,Fully Synchronized
240.99,Hardware,79.0,Bin-748,1586.0,Fully Synchronized
403.93,Tools,0.0,Bin-331,1620.0,Fully Synchronized
172.09,Tools,29.0,Bin-214,1516.0,Fully Synchronized
80.27,Tools,3.0,Bin-739,1190.0,Fully Synchronized
158.72,Hardware,92.0,Bin-341,1054.0,Fully Synchronized
438.77,Elec,36.0,Bin-568,1595.0,Fully Synchronized
238.27,Tools,52.0,Bin-174,1093.0,Fully Synchronized
105.51,Tools,53.0,Bin-250,1842.0,Fully Synchronized
397.97,Garden,75.0,Bin-595,1245.0,Fully Synchronized
164.72,Hardware,24.0,Bin-773,1302.0,Fully Synchronized
330.29,Garden,77.0,Bin-495,1014.0,Fully Synchronized
252.1,Tools,14.0,Bin-168,1406.0,Fully Synchronized
255.56,Elec,55.0,Bin-129,1050.0,Fully Synchronized
423.73,Elec,9.0,Bin-603,1005.0,Fully Synchronized
271.4,Elec,54.0,Bin-64,1743.0,Fully Synchronized
202.78,Hardware,,,1769.0,"In Accounting, Missing from WMS"
158.0,Tools,22.0,Bin-646,1736.0,Fully Synchronized
316.76,Tools,58.0,Bin-264,1256.0,Fully Synchronized
204.99,Hardware,47.0,Bin-151,1433.0,Fully Synchronized
38.75,Garden,1.0,Bin-291,1599.0,Fully Synchronized
46.85,Hardware,57.0,Bin-249,1164.0,Fully Synchronized
46.78,Tools,82.0,Bin-433,1475.0,Fully Synchronized
369.25,Hardware,17.0,Bin-404,1576.0,Fully Synchronized
130.3,Tools,96.0,Bin-714,1011.0,Fully Synchronized
477.9,Elec,31.0,Bin-206,1392.0,Fully Synchronized
312.62,Elec,81.0,Bin-741,1616.0,Fully Synchronized
395.02,Tools,83.0,Bin-282,1124.0,Fully Synchronized
317.5,Tools,42.0,Bin-651,1722.0,Fully Synchronized
57.83,Tools,15.0,Bin-27,1739.0,Fully Synchronized
430.23,Tools,,,1637.0,"In Accounting, Missing from WMS"
96.14,Hardware,66.0,Bin-279,1622.0,Fully Synchronized
69.99,Hardware,28.0,Bin-494,1159.0,Fully Synchronized
480.65,Elec,98.0,Bin-33,1528.0,Fully Synchronized
336.07,Garden,39.0,Bin-949,1300.0,Fully Synchronized
24.34,Hardware,75.0,Bin-564,1938.0,Fully Synchronized
360.78,Hardware,68.0,Bin-932,1770.0,Fully Synchronized
308.33,Garden,73.0,Bin-284,1741.0,Fully Synchronized
384.22,Hardware,86.0,Bin-347,1837.0,Fully Synchronized
148.63,Garden,97.0,Bin-730,1458.0,Fully Synchronized
21.77,Garden,90.0,Bin-237,1416.0,Fully Synchronized
50.44,Garden,41.0,Bin-789,1526.0,Fully Synchronized
416.21,Garden,,,1986.0,"In Accounting, Missing from WMS"
180.25,Elec,49.0,Bin-726,1779.0,Fully Synchronized
155.81,Elec,60.0,Bin-684,1875.0,Fully Synchronized
365.88,Hardware,9.0,Bin-422,1213.0,Fully Synchronized
166.76,Tools,94.0,Bin-486,1933.0,Fully Synchronized
78.82,Elec,55.0,Bin-125,1386.0,Fully Synchronized
302.44,Elec,71.0,Bin-26,1762.0,Fully Synchronized
424.63,Elec,54.0,Bin-903,1071.0,Fully Synchronized
273.44,Tools,40.0,Bin-263,1698.0,Fully Synchronized
484.87,Hardware,40.0,Bin-812,1450.0,Fully Synchronized
474.03,Hardware,64.0,Bin-346,1851.0,Fully Synchronized
33.21,Garden,53.0,Bin-693,1246.0,Fully Synchronized
164.18,Tools,62.0,Bin-845,1390.0,Fully Synchronized
265.03,Garden,28.0,Bin-722,1852.0,Fully Synchronized
445.16,Tools,41.0,Bin-570,1448.0,Fully Synchronized
425.71,Hardware,15.0,Bin-786,1328.0,Fully Synchronized
443.72,Hardware,62.0,Bin-547,1774.0,Fully Synchronized
184.58,Elec,6.0,Bin-312,1407.0,Fully Synchronized
171.8,Tools,99.0,Bin-566,1154.0,Fully Synchronized
108.44,Tools,,,1029.0,"In Accounting, Missing from WMS"
386.8,Elec,65.0,Bin-943,1451.0,Fully Synchronized
345.64,Garden,5.0,Bin-681,1495.0,Fully Synchronized
364.02,Garden,34.0,Bin-297,1853.0,Fully Synchronized
259.03,Elec,44.0,Bin-431,1969.0,Fully Synchronized
339.55,Garden,9.0,Bin-45,1130.0,Fully Synchronized
370.49,Garden,79.0,Bin-668,1121.0,Fully Synchronized
463.86,Hardware,50.0,Bin-189,1711.0,Fully Synchronized
453.5,Tools,82.0,Bin-728,1067.0,Fully Synchronized
239.59,Garden,68.0,Bin-888,1527.0,Fully Synchronized
193.53,Tools,84.0,Bin-313,1813.0,Fully Synchronized
208.26,Hardware,21.0,Bin-660,1380.0,Fully Synchronized
417.91,Elec,72.0,Bin-865,1615.0,Fully Synchronized
26.53,Hardware,10.0,Bin-700,1699.0,Fully Synchronized
436.35,Tools,5.0,Bin-319,1288.0,Fully Synchronized
368.56,Tools,10.0,Bin-691,1884.0,Fully Synchronized
413.62,Elec,37.0,Bin-78,1161.0,Fully Synchronized
138.94,Tools,96.0,Bin-732,1369.0,Fully Synchronized
455.2,Garden,53.0,Bin-53,1826.0,Fully Synchronized
332.24,Hardware,70.0,Bin-358,1388.0,Fully Synchronized
16.54,Garden,,,1816.0,"In Accounting, Missing from WMS"
118.61,Hardware,37.0,Bin-439,1008.0,Fully Synchronized
287.86,Hardware,0.0,Bin-243,1278.0,Fully Synchronized
455.31,Tools,70.0,Bin-442,1667.0,Fully Synchronized
372.22,Elec,97.0,Bin-316,1035.0,Fully Synchronized
109.75,Hardware,30.0,Bin-456,1956.0,Fully Synchronized
417.69,Hardware,28.0,Bin-267,1237.0,Fully Synchronized
77.57,Hardware,66.0,Bin-608,1042.0,Fully Synchronized
473.78,Hardware,25.0,Bin-14,1868.0,Fully Synchronized
391.17,Hardware,30.0,Bin-340,1254.0,Fully Synchronized
181.1,Tools,98.0,Bin-420,1193.0,Fully Synchronized
122.92,Hardware,25.0,Bin-380,1655.0,Fully Synchronized
226.13,Tools,59.0,Bin-460,1379.0,Fully Synchronized
433.99,Hardware,81.0,Bin-49,1490.0,Fully Synchronized
37.7,Hardware,52.0,Bin-929,1134.0,Fully Synchronized
37.28,Garden,65.0,Bin-870,1976.0,Fully Synchronized
82.66,Hardware,68.0,Bin-912,1680.0,Fully Synchronized
385.49,Elec,17.0,Bin-19,1198.0,Fully Synchronized
309.82,Garden,50.0,Bin-729,1145.0,Fully Synchronized
171.77,Tools,63.0,Bin-826,1565.0,Fully Synchronized
32.82,Tools,23.0,Bin-895,1200.0,Fully Synchronized
136.93,Elec,77.0,Bin-156,1901.0,Fully Synchronized
288.96,Garden,11.0,Bin-205,1100.0,Fully Synchronized
442.84,Tools,7.0,Bin-553,1391.0,Fully Synchronized
89.36,Hardware,87.0,Bin-525,1921.0,Fully Synchronized
457.31,Tools,78.0,Bin-820,1984.0,Fully Synchronized
354.48,Elec,60.0,Bin-755,1223.0,Fully Synchronized
123.03,Hardware,3.0,Bin-573,1115.0,Fully Synchronized
178.52,Garden,80.0,Bin-246,1702.0,Fully Synchronized
342.88,Garden,7.0,Bin-255,1591.0,Fully Synchronized
200.8,Garden,76.0,Bin-424,1644.0,Fully Synchronized
343.04,Garden,4.0,Bin-339,1173.0,Fully Synchronized
127.47,Elec,65.0,Bin-901,1683.0,Fully Synchronized
137.39,Elec,2.0,Bin-878,1016.0,Fully Synchronized
134.49,Elec,10.0,Bin-176,1704.0,Fully Synchronized
470.5,Garden,74.0,Bin-529,1777.0,Fully Synchronized
240.42,Tools,4.0,Bin-736,1046.0,Fully Synchronized
158.92,Hardware,,,1581.0,"In Accounting, Missing from WMS"
318.69,Hardware,25.0,Bin-512,1866.0,Fully Synchronized
98.47,Garden,94.0,Bin-76,1588.0,Fully Synchronized
466.85,Hardware,79.0,Bin-435,1320.0,Fully Synchronized
80.43,Tools,63.0,Bin-46,1601.0,Fully Synchronized
465.57,Tools,98.0,Bin-177,1742.0,Fully Synchronized
413.51,Hardware,71.0,Bin-200,1261.0,Fully Synchronized
286.49,Elec,20.0,Bin-713,1932.0,Fully Synchronized
57.14,Tools,91.0,Bin-939,1465.0,Fully Synchronized
19.3,Garden,77.0,Bin-62,1150.0,Fully Synchronized
237.15,Tools,89.0,Bin-333,1578.0,Fully Synchronized
38.31,Elec,13.0,Bin-551,1661.0,Fully Synchronized
385.49,Hardware,40.0,Bin-103,1313.0,Fully Synchronized
310.86,Tools,48.0,Bin-448,1092.0,Fully Synchronized
349.57,Tools,23.0,Bin-311,1489.0,Fully Synchronized
297.86,Tools,,,1047.0,"In Accounting, Missing from WMS"
38.3,Tools,83.0,Bin-138,1226.0,Fully Synchronized
401.99,Garden,87.0,Bin-99,1891.0,Fully Synchronized
370.35,Garden,83.0,Bin-364,1508.0,Fully Synchronized
276.77,Elec,52.0,Bin-858,1652.0,Fully Synchronized
46.93,Elec,14.0,Bin-663,1513.0,Fully Synchronized
488.76,Elec,96.0,Bin-930,1906.0,Fully Synchronized
440.08,Tools,4.0,Bin-569,1377.0,Fully Synchronized
10.37,Elec,53.0,Bin-672,1656.0,Fully Synchronized
268.2,Tools,11.0,Bin-259,1299.0,Fully Synchronized
186.56,Garden,36.0,Bin-829,1408.0,Fully Synchronized
378.32,Tools,,,1176.0,"In Accounting, Missing from WMS"
263.86,Hardware,16.0,Bin-657,1295.0,Fully Synchronized
479.23,Tools,98.0,Bin-414,1374.0,Fully Synchronized
85.8,Elec,45.0,Bin-683,1112.0,Fully Synchronized
478.76,Tools,85.0,Bin-280,1657.0,Fully Synchronized
272.17,Garden,78.0,Bin-281,1764.0,Fully Synchronized
31.61,Elec,69.0,Bin-945,1248.0,Fully Synchronized
295.25,Tools,11.0,Bin-66,1810.0,Fully Synchronized
40.58,Elec,35.0,Bin-112,1872.0,Fully Synchronized
375.65,Garden,,,1596.0,"In Accounting, Missing from WMS"
57.37,Garden,,,1537.0,"In Accounting, Missing from WMS"
331.25,Garden,73.0,Bin-473,1344.0,Fully Synchronized
490.49,Elec,31.0,Bin-763,1905.0,Fully Synchronized
46.39,Garden,38.0,Bin-323,1155.0,Fully Synchronized
372.76,Elec,87.0,Bin-179,1627.0,Fully Synchronized
442.7,Tools,40.0,Bin-135,1554.0,Fully Synchronized
86.12,Tools,,,1525.0,"In Accounting, Missing from WMS"
460.63,Garden,65.0,Bin-326,1163.0,Fully Synchronized
23.27,Elec,65.0,Bin-21,1243.0,Fully Synchronized
228.03,Elec,18.0,Bin-491,1470.0,Fully Synchronized
59.83,Elec,72.0,Bin-173,1579.0,Fully Synchronized
313.25,Hardware,84.0,Bin-824,1847.0,Fully Synchronized
430.87,Elec,89.0,Bin-618,1106.0,Fully Synchronized
185.39,Garden,49.0,Bin-292,1542.0,Fully Synchronized
245.08,Tools,41.0,Bin-252,1729.0,Fully Synchronized
206.37,Elec,59.0,Bin-879,1621.0,Fully Synchronized
61.09,Hardware,90.0,Bin-686,1855.0,Fully Synchronized
412.45,Tools,63.0,Bin-29,1773.0,Fully Synchronized
339.63,Garden,15.0,Bin-336,1260.0,Fully Synchronized
110.07,Elec,76.0,Bin-813,1070.0,Fully Synchronized
365.8,Garden,16.0,Bin-839,1949.0,Fully Synchronized
374.29,Tools,98.0,Bin-801,1373.0,Fully Synchronized
251.73,Hardware,18.0,Bin-202,1322.0,Fully Synchronized
281.44,Elec,51.0,Bin-655,1411.0,Fully Synchronized
217.65,Hardware,92.0,Bin-717,1199.0,Fully Synchronized
147.13,Elec,49.0,Bin-775,1281.0,Fully Synchronized
50.94,Hardware,87.0,Bin-662,1305.0,Fully Synchronized
37.52,Elec,25.0,Bin-705,1491.0,Fully Synchronized
265.49,Hardware,33.0,Bin-36,1478.0,Fully Synchronized
321.27,Garden,77.0,Bin-412,1712.0,Fully Synchronized
255.35,Tools,39.0,Bin-909,1879.0,Fully Synchronized
305.01,Garden,,,1443.0,"In Accounting, Missing from WMS"
41.0,Elec,96.0,Bin-93,1685.0,Fully Synchronized
352.32,Garden,,,1918.0,"In Accounting, Missing from WMS"
199.74,Garden,11.0,Bin-366,1308.0,Fully Synchronized
39.41,Tools,64.0,Bin-325,1053.0,Fully Synchronized
157.8,Tools,,,1049.0,"In Accounting, Missing from WMS"
454.43,Elec,55.0,Bin-192,1625.0,Fully Synchronized
239.63,Tools,93.0,Bin-184,1503.0,Fully Synchronized
58.66,Elec,12.0,Bin-517,1059.0,Fully Synchronized
142.14,Elec,76.0,Bin-170,1417.0,Fully Synchronized
150.8,Garden,89.0,Bin-43,1502.0,Fully Synchronized
411.16,Tools,53.0,Bin-108,1304.0,Fully Synchronized
339.62,Elec,85.0,Bin-637,1353.0,Fully Synchronized
295.1,Tools,79.0,Bin-266,1107.0,Fully Synchronized
143.19,Garden,,,1382.0,"In Accounting, Missing from WMS"
199.04,Hardware,2.0,Bin-584,1660.0,Fully Synchronized
214.64,Elec,46.0,Bin-12,1833.0,Fully Synchronized
355.92,Elec,24.0,Bin-294,1963.0,Fully Synchronized
462.78,Garden,6.0,Bin-505,1787.0,Fully Synchronized
449.42,Tools,80.0,Bin-871,1664.0,Fully Synchronized
79.57,Hardware,37.0,Bin-222,1006.0,Fully Synchronized
260.82,Tools,87.0,Bin-738,1209.0,Fully Synchronized
230.45,Elec,79.0,Bin-283,1240.0,Fully Synchronized
395.6,Hardware,38.0,Bin-787,1693.0,Fully Synchronized
355.72,Tools,54.0,Bin-321,1812.0,Fully Synchronized
480.76,Hardware,51.0,Bin-285,1037.0,Fully Synchronized
367.12,Garden,20.0,Bin-585,1997.0,Fully Synchronized
54.24,Hardware,78.0,Bin-47,1022.0,Fully Synchronized
39.22,Elec,29.0,Bin-731,1103.0,Fully Synchronized
167.02,Hardware,81.0,Bin-539,1364.0,Fully Synchronized
103.38,Garden,18.0,Bin-229,1734.0,Fully Synchronized
217.82,Tools,31.0,Bin-153,1381.0,Fully Synchronized
158.81,Hardware,76.0,Bin-244,1768.0,Fully Synchronized
396.18,Garden,62.0,Bin-275,1181.0,Fully Synchronized
435.67,Elec,76.0,Bin-743,1927.0,Fully Synchronized
150.08,Tools,33.0,Bin-258,1172.0,Fully Synchronized
421.92,Hardware,47.0,Bin-24,1942.0,Fully Synchronized
453.77,Tools,4.0,Bin-576,1309.0,Fully Synchronized
252.04,Tools,73.0,Bin-161,1632.0,Fully Synchronized
468.2,Tools,86.0,Bin-376,1306.0,Fully Synchronized
473.6,Tools,97.0,Bin-921,1668.0,Fully Synchronized
10.81,Tools,73.0,Bin-383,1024.0,Fully Synchronized
446.27,Tools,1.0,Bin-104,1039.0,Fully Synchronized
222.37,Tools,14.0,Bin-351,1971.0,Fully Synchronized
278.73,Elec,79.0,Bin-354,1911.0,Fully Synchronized
483.7,Tools,30.0,Bin-194,1673.0,Fully Synchronized
204.9,Garden,47.0,Bin-3,1032.0,Fully Synchronized
78.98,Hardware,17.0,Bin-667,1431.0,Fully Synchronized
96.7,Garden,81.0,Bin-805,1870.0,Fully Synchronized
244.55,Garden,21.0,Bin-744,1076.0,Fully Synchronized
114.41,Hardware,99.0,Bin-574,1819.0,Fully Synchronized
208.79,Tools,73.0,Bin-464,1340.0,Fully Synchronized
355.62,Hardware,63.0,Bin-898,1169.0,Fully Synchronized
84.31,Elec,26.0,Bin-676,1276.0,Fully Synchronized
92.1,Elec,85.0,Bin-409,1841.0,Fully Synchronized
202.95,Hardware,,,1038.0,"In Accounting, Missing from WMS"
471.55,Hardware,65.0,Bin-720,1857.0,Fully Synchronized
113.64,Elec,65.0,Bin-781,1714.0,Fully Synchronized
463.63,Hardware,19.0,Bin-480,1072.0,Fully Synchronized
107.36,Tools,95.0,Bin-288,1174.0,Fully Synchronized
329.66,Hardware,7.0,Bin-80,1239.0,Fully Synchronized
113.64,Elec,82.0,Bin-911,1687.0,Fully Synchronized
181.57,Garden,64.0,Bin-309,1002.0,Fully Synchronized
482.31,Garden,39.0,Bin-485,1824.0,Fully Synchronized
410.92,Garden,85.0,Bin-914,1397.0,Fully Synchronized
458.78,Hardware,34.0,Bin-767,1222.0,Fully Synchronized
197.82,Tools,,,1487.0,"In Accounting, Missing from WMS"
428.95,Hardware,93.0,Bin-489,1194.0,Fully Synchronized
20.77,Hardware,82.0,Bin-230,1058.0,Fully Synchronized
284.36,Elec,97.0,Bin-860,1227.0,Fully Synchronized
468.16,Hardware,65.0,Bin-800,1979.0,Fully Synchronized
321.93,Garden,9.0,Bin-654,1710.0,Fully Synchronized
32.5,Garden,20.0,Bin-889,1464.0,Fully Synchronized
189.63,Garden,45.0,Bin-699,1480.0,Fully Synchronized
321.52,Tools,66.0,Bin-922,1639.0,Fully Synchronized
247.75,Elec,44.0,Bin-105,1675.0,Fully Synchronized
496.82,Garden,51.0,Bin-320,1484.0,Fully Synchronized
387.0,Garden,84.0,Bin-925,1357.0,Fully Synchronized
214.49,Hardware,60.0,Bin-892,1998.0,Fully Synchronized
339.61,Tools,8.0,Bin-761,1692.0,Fully Synchronized
219.41,Tools,92.0,Bin-694,1082.0,Fully Synchronized
429.98,Garden,98.0,Bin-770,1977.0,Fully Synchronized
58.91,Tools,2.0,Bin-327,1188.0,Fully Synchronized
60.34,Hardware,31.0,Bin-332,1026.0,Fully Synchronized
183.51,Garden,49.0,Bin-274,1690.0,Fully Synchronized
359.47,Tools,32.0,Bin-225,1766.0,Fully Synchronized
411.71,Elec,25.0,Bin-918,1830.0,Fully Synchronized
159.47,Tools,13.0,Bin-338,1015.0,Fully Synchronized
209.41,Garden,20.0,Bin-287,1695.0,Fully Synchronized
249.31,Tools,25.0,Bin-426,1553.0,Fully Synchronized
253.63,Tools,98.0,Bin-853,1142.0,Fully Synchronized
40.47,Elec,61.0,Bin-493,1584.0,Fully Synchronized
193.88,Hardware,40.0,Bin-604,1244.0,Fully Synchronized
83.38,Tools,24.0,Bin-880,1674.0,Fully Synchronized
389.38,Tools,14.0,Bin-487,1877.0,Fully Synchronized
371.18,Hardware,98.0,Bin-251,1994.0,Fully Synchronized
260.5,Tools,57.0,Bin-407,1081.0,Fully Synchronized
230.09,Garden,15.0,Bin-804,1926.0,Fully Synchronized
49.51,Garden,4.0,Bin-314,1224.0,Fully Synchronized
237.05,Hardware,21.0,Bin-571,1435.0,Fully Synchronized
406.79,Hardware,90.0,Bin-806,1205.0,Fully Synchronized
133.23,Elec,71.0,Bin-619,1557.0,Fully Synchronized
489.34,Hardware,89.0,Bin-591,1284.0,Fully Synchronized
168.79,Hardware,,,1966.0,"In Accounting, Missing from WMS"
321.03,Tools,54.0,Bin-109,1989.0,Fully Synchronized
107.9,Elec,65.0,Bin-411,1330.0,Fully Synchronized
249.34,Tools,22.0,Bin-13,1252.0,Fully Synchronized
127.52,Elec,7.0,Bin-835,1332.0,Fully Synchronized
25.12,Garden,19.0,Bin-582,1880.0,Fully Synchronized
274.97,Hardware,40.0,Bin-541,1395.0,Fully Synchronized
48.56,Garden,89.0,Bin-349,1694.0,Fully Synchronized
124.04,Tools,40.0,Bin-788,1917.0,Fully Synchronized
193.58,Garden,89.0,Bin-707,1831.0,Fully Synchronized
432.93,Hardware,78.0,Bin-155,1429.0,Fully Synchronized
348.87,Tools,3.0,Bin-302,1418.0,Fully Synchronized
263.93,Garden,66.0,Bin-478,1696.0,Fully Synchronized
383.62,Hardware,56.0,Bin-59,1993.0,Fully Synchronized
32.16,Tools,49.0,Bin-750,1427.0,Fully Synchronized
92.67,Hardware,50.0,Bin-520,1384.0,Fully Synchronized
481.78,Garden,77.0,Bin-10,1195.0,Fully Synchronized
360.62,Tools,38.0,Bin-718,1539.0,Fully Synchronized
27.36,Garden,44.0,Bin-816,1182.0,Fully Synchronized
199.25,Elec,36.0,Bin-527,1293.0,Fully Synchronized
220.17,Hardware,47.0,Bin-212,1264.0,Fully Synchronized
253.24,Hardware,84.0,Bin-186,1547.0,Fully Synchronized
470.79,Tools,24.0,Bin-856,1965.0,Fully Synchronized
384.96,Hardware,71.0,Bin-496,1000.0,Fully Synchronized
458.64,Hardware,30.0,Bin-578,1728.0,Fully Synchronized
411.9,Garden,66.0,Bin-677,1936.0,Fully Synchronized
37.32,Tools,33.0,Bin-113,1647.0,Fully Synchronized
299.92,Elec,90.0,Bin-703,1820.0,Fully Synchronized
429.55,Garden,25.0,Bin-896,1567.0,Fully Synchronized
304.08,Elec,13.0,Bin-363,1393.0,Fully Synchronized
432.96,Tools,14.0,Bin-317,1279.0,Fully Synchronized
237.4,Tools,39.0,Bin-441,1705.0,Fully Synchronized
396.14,Tools,,,1797.0,"In Accounting, Missing from WMS"
279.47,Hardware,3.0,Bin-201,1117.0,Fully Synchronized
131.56,Tools,8.0,Bin-126,1996.0,Fully Synchronized
257.34,Hardware,,,1221.0,"In Accounting, Missing from WMS"
193.6,Elec,42.0,Bin-915,1175.0,Fully Synchronized
309.25,Tools,69.0,Bin-444,1061.0,Fully Synchronized
28.68,Garden,4.0,Bin-923,1329.0,Fully Synchronized
29.25,Tools,97.0,Bin-459,1973.0,Fully Synchronized
270.08,Tools,35.0,Bin-84,1913.0,Fully Synchronized
160.2,Garden,79.0,Bin-245,1775.0,Fully Synchronized
337.09,Hardware,45.0,Bin-671,1045.0,Fully Synchronized
475.18,Tools,84.0,Bin-734,1471.0,Fully Synchronized
146.28,Tools,49.0,Bin-164,1301.0,Fully Synchronized
444.59,Hardware,64.0,Bin-544,1883.0,Fully Synchronized
302.84,Tools,88.0,Bin-550,1925.0,Fully Synchronized
324.51,Elec,74.0,Bin-100,1434.0,Fully Synchronized
377.07,Elec,75.0,Bin-430,1952.0,Fully Synchronized
328.87,Tools,42.0,Bin-445,1044.0,Fully Synchronized
134.71,Hardware,64.0,Bin-54,1148.0,Fully Synchronized
84.89,Hardware,51.0,Bin-678,1432.0,Fully Synchronized
246.55,Hardware,32.0,Bin-511,1119.0,Fully Synchronized
228.86,Elec,47.0,Bin-642,1219.0,Fully Synchronized
12.0,Elec,29.0,Bin-862,1935.0,Fully Synchronized
24.43,Garden,97.0,Bin-127,1483.0,Fully Synchronized
46.81,Garden,76.0,Bin-458,1825.0,Fully Synchronized
454.15,Garden,65.0,Bin-268,1132.0,Fully Synchronized
106.21,Garden,34.0,Bin-621,1023.0,Fully Synchronized
256.58,Garden,99.0,Bin-938,1214.0,Fully Synchronized
355.24,Tools,0.0,Bin-210,1211.0,Fully Synchronized
226.04,Tools,57.0,Bin-580,1068.0,Fully Synchronized
201.87,Garden,3.0,Bin-531,1355.0,Fully Synchronized
198.09,Elec,19.0,Bin-535,1171.0,Fully Synchronized
454.36,Elec,80.0,Bin-562,1688.0,Fully Synchronized
203.88,Tools,20.0,Bin-372,1259.0,Fully Synchronized
57.37,Hardware,75.0,Bin-428,1065.0,Fully Synchronized
216.7,Elec,34.0,Bin-0,1087.0,Fully Synchronized
290.6,Garden,15.0,Bin-747,1755.0,Fully Synchronized
39.27,Tools,40.0,Bin-289,1098.0,Fully Synchronized
484.53,Garden,17.0,Bin-799,1346.0,Fully Synchronized
433.33,Hardware,89.0,Bin-907,1726.0,Fully Synchronized
365.59,Elec,26.0,Bin-70,1426.0,Fully Synchronized
444.88,Elec,18.0,Bin-163,1030.0,Fully Synchronized
452.12,Hardware,77.0,Bin-171,1756.0,Fully Synchronized
439.0,Hardware,58.0,Bin-102,1126.0,Fully Synchronized
304.4,Elec,25.0,Bin-136,1568.0,Fully Synchronized
311.46,Tools,25.0,Bin-771,1272.0,Fully Synchronized
45.88,Elec,4.0,Bin-79,1365.0,Fully Synchronized
329.4,Garden,22.0,Bin-633,1110.0,Fully Synchronized
260.52,Garden,,,1027.0,"In Accounting, Missing from WMS"
402.9,Elec,63.0,Bin-823,1848.0,Fully Synchronized
360.28,Tools,15.0,Bin-873,1089.0,Fully Synchronized
427.84,Garden,5.0,Bin-626,1048.0,Fully Synchronized
365.73,Garden,37.0,Bin-81,1730.0,Fully Synchronized
297.44,Elec,9.0,Bin-423,1721.0,Fully Synchronized
25.69,Garden,59.0,Bin-724,1210.0,Fully Synchronized
110.08,Elec,6.0,Bin-207,1636.0,Fully Synchronized
107.82,Hardware,90.0,Bin-723,1415.0,Fully Synchronized
36.75,Elec,,,1113.0,"In Accounting, Missing from WMS"
